C,NEMP.WORLD,DISPATCHSCADA,AEMO,PUBLIC,2016/02/03,16:45:07,0000000268358171,DISPATCHSCADA,0000000268358165
I,DISPATCH,UNIT_SCADA,1,SETTLEMENTDATE,DUID,SCADAVALUE
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",ANGAS1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",ANGAS2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BUTLERSG,-0.000002
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CALL_A_4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CAPTL_WF,115.868004
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CATHROCK,26.449999
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CHALLHWF,45.299999
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CLOVER,-0.10
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CLUNY,8.0024
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CNUNDAWF,26.230598
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CULLRGWF,26.299999
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",ERGT01,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",GB01,0.169380
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",GERMCRK,7.40
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",INVICTA,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",LKBONNY1,34.026867
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",MBAHNTH,29.775002
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",MLWF1,17.43
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",MTMILLAR,44.045124
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",PALOONA,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",PIONEER,30.50
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",PORTWF,60.400002
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",REPULSE,13.624325
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",ROWALLAN,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",RPCG,-0.80
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",RUBICON,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",STARHLWF,19.094433
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",WAUBRAWF,180.966995
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",WOOLNTH1,132.880020
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",WPWF,77
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",YAMBUKWF,17.60
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",AGLHAL,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",AGLSOM,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BALDHWF1,74.5190
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BARCALDN,33.476920
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BARRON-1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BARRON-2,25.44
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BASTYAN,62.66
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BBTHREE1,28.55
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BBTHREE2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BBTHREE3,16.53
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BDL01,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BDL02,19.98
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BLOWERNG,8.800010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BLUFF1,28.10
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BOCORWF1,52.18
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BRAEMAR1,154.600010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BRAEMAR2,151.80
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BRAEMAR3,152.600010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BRAEMAR5,134.981610
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BRAEMAR6,137.136810
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BRAEMAR7,134.850690
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BROKENH1,28.568850
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BW01,570.668760
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BW02,575.765690
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BW03,536.917240
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",BW04,574.752930
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CALL_B_1,309.899990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CALL_B_2,315.300020
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CETHANA,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CG1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CG2,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CG3,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CG4,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CLEMGPWF,16.784160
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CPP_3,394.350010
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CPP_4,375.649990
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",CPSA,131.0575
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",DARTM1,111.60
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",DDPS1,575.220150
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",DEVILS_G,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",DG_NSW1,0
D,DISPATCH,UNIT_SCADA,1,"2016/02/03 16:50:00",DG_QLD1,0
